"id","date","prcp","snwd","tavg","tmax","tmin","tobs","wesd","dapr","mdpr","snow","wesf","elevationMeter","latitude","name","datacoverage","GHCND_id","longitude","mountain"
"USS0021A31S",2017-04-27,0,1854,9,48,-9,-4,8814,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-04-28,127,1905,18,58,-4,1,8890,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-04-29,76,1803,19,60,-6,17,8814,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-04-30,0,1829,25,61,3,8,8788,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-01,25,1854,19,39,5,7,8814,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-02,0,1778,56,111,-5,63,8865,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-03,0,1753,81,121,55,92,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-04,178,1651,130,193,79,80,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-05,102,1626,58,93,5,5,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-06,0,1626,13,44,-7,-4,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-07,0,1575,33,91,-13,15,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-08,0,1575,50,81,13,28,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-09,25,1524,77,133,25,62,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-10,0,1473,92,136,57,81,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-11,203,1499,52,113,9,12,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-12,0,1448,22,72,-3,-3,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-13,102,1448,17,42,-8,6,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-14,0,1448,29,83,-4,17,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-15,51,1397,23,46,11,11,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-16,102,1499,15,32,2,14,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-17,0,1397,40,81,10,36,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-18,0,1372,69,122,27,45,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-19,0,1321,78,127,38,63,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-20,0,1295,102,168,42,75,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-21,0,1194,137,207,72,104,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-22,0,1143,156,222,101,124,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-23,0,1067,128,204,29,29,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-24,0,1041,33,60,8,28,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-25,0,991,89,156,24,72,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-26,0,914,125,186,69,96,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-27,0,813,147,204,92,121,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-28,0,711,166,228,118,130,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-29,0,533,181,239,121,154,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-30,51,432,116,174,69,72,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-05-31,102,406,90,128,65,80,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-01,102,356,84,114,59,61,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-02,0,330,81,117,52,92,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-03,0,279,88,128,51,51,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-04,0,254,61,102,34,36,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-05,0,229,101,162,29,102,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-06,0,152,150,212,100,120,NA,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-07,0,127,168,236,116,121,660,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-08,152,102,81,122,29,32,483,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-09,51,76,49,88,28,35,356,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-10,0,51,53,83,34,48,229,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-11,0,25,74,104,47,57,102,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-12,0,0,72,106,50,50,25,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-13,0,0,50,66,36,40,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-14,25,0,51,73,28,47,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-15,102,0,69,86,46,70,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-16,25,0,67,98,38,39,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-17,0,0,71,113,36,56,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-18,0,0,82,104,55,94,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-19,0,0,127,172,90,109,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-20,0,0,108,148,72,82,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-21,0,0,78,114,39,42,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-22,0,0,105,164,32,87,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-23,0,0,149,214,83,126,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-24,0,0,190,253,120,167,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-25,25,0,215,280,162,177,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-26,0,0,170,223,93,93,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-27,0,0,111,163,73,75,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-28,0,0,108,150,68,81,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-29,0,0,137,206,76,124,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-06-30,0,0,170,235,118,130,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-01,0,0,146,204,104,107,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-02,0,0,140,192,95,103,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-03,0,0,112,161,79,81,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-04,0,0,133,200,75,110,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-05,0,0,172,245,100,143,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-06,0,0,191,260,131,170,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-07,0,0,164,213,106,106,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-08,0,0,153,220,102,123,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-09,0,0,138,187,109,114,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-10,0,0,115,151,71,71,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-11,0,0,115,175,65,98,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-12,0,0,131,191,89,100,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-13,0,0,120,165,83,84,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-14,0,0,142,212,74,127,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-15,0,0,130,181,86,86,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-16,0,0,86,128,60,61,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-17,0,0,122,192,54,103,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-18,0,0,149,216,103,112,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-19,0,0,140,195,99,101,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-20,76,0,99,115,75,75,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-21,0,0,111,156,70,122,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-22,0,0,132,167,102,131,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-23,0,0,135,181,94,94,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-24,0,0,147,212,89,123,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-25,0,0,167,233,117,136,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-26,0,0,166,229,125,127,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-27,0,0,139,187,101,101,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-28,0,0,136,200,85,112,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-29,0,0,150,212,99,124,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-30,0,0,141,204,102,110,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-07-31,0,0,164,235,91,149,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-01,0,0,198,263,143,181,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-02,0,0,216,277,167,195,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-03,0,0,225,291,176,177,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-04,0,0,194,242,164,165,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-05,0,0,190,233,160,166,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-06,0,0,190,242,152,162,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-07,0,0,199,264,153,166,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-08,0,0,204,266,161,184,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-09,0,0,212,274,174,179,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-10,0,0,212,276,165,180,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-11,0,0,209,277,167,169,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-12,0,0,151,176,110,112,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-13,25,0,103,144,70,74,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-14,0,0,101,152,66,76,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-15,0,0,117,176,69,90,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-16,0,0,133,185,90,111,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-17,0,0,132,189,92,109,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-18,0,0,119,172,90,95,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-19,0,0,110,160,77,83,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-20,0,0,126,187,73,107,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-21,0,0,160,224,105,166,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-22,0,0,189,248,140,140,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-23,0,0,154,211,106,109,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-24,0,0,99,134,61,61,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-25,0,0,105,161,59,92,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-26,0,0,153,218,89,148,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-27,0,0,197,266,147,177,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-28,0,0,216,275,172,195,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-29,0,0,218,272,157,158,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-30,0,0,153,199,113,113,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-08-31,0,0,130,183,102,109,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-09-01,0,0,159,228,101,147,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-09-02,0,0,189,248,146,161,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-09-03,0,0,200,266,154,169,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-09-04,0,0,229,293,169,219,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-09-05,0,0,232,273,213,214,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-09-06,0,0,212,260,174,177,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
"USS0021A31S",2017-09-07,0,0,161,195,130,135,0,NA,NA,NA,NA,"1228.3","48.87","WELLS CREEK, WA US","0.9999","GHCND:USS0021A31S","-121.79","Mt Baker, Washington, USA"
